source,target,relation,source_name,target_name
4947,495,frequency,apu0Timer,100000000
4947,4949,NonSecureEL2PhysicalTimerIRQ,apu0Timer,apuGic#0@29
4947,4950,EL1PhysicalTimerIRQ,apu0Timer,apuGic#0@30
4947,4951,EL1VirtualTimerIRQ,apu0Timer,apuGic#0@27
4947,4952,EL3PhysicalTimerIRQ,apu0Timer,apuGic#0@26
4913,4953,->,NonSecureEL2PhysicalTimerIRQ,apuGic#1@29
4911,4954,->,EL1PhysicalTimerIRQ,apuGic#1@30
4912,4955,->,EL1VirtualTimerIRQ,apuGic#1@27
4910,4956,->,EL3PhysicalTimerIRQ,apuGic#1@26
4913,4957,->,NonSecureEL2PhysicalTimerIRQ,apuGic#2@29
4911,4958,->,EL1PhysicalTimerIRQ,apuGic#2@30
4912,4959,->,EL1VirtualTimerIRQ,apuGic#2@27
4910,4960,->,EL3PhysicalTimerIRQ,apuGic#2@26
4913,4961,->,NonSecureEL2PhysicalTimerIRQ,apuGic#3@29
4911,4962,->,EL1PhysicalTimerIRQ,apuGic#3@30
4912,4963,->,EL1VirtualTimerIRQ,apuGic#3@27
4910,4964,->,EL3PhysicalTimerIRQ,apuGic#3@26
4942,4165,has,apuGic,IRQControllers.ARM_GenericInterruptController
4942,888,sysbus,apuGic,Bus.BusMultiRegistration
4942,4965,address,apuGic,0xf9010000
4942,2010,size,apuGic,0x010000
4942,1174,region,apuGic,distributor
4942,4966,address,apuGic,0xf9020000
4942,1175,region,apuGic,cpuInterface
4942,4787,architectureVersion,apuGic,.GICv2
4967,4968,is,rpu0,CPU.ARMv7R
4967,4969,cpuType,rpu0,cortex-r5f
4967,1074,cpuId,rpu0,0x100
4967,4970,genericInterruptController,rpu0,rpuGic
4967,5,numberOfMPURegions,rpu0,16
4967,4971,RegisterTCMRegion,rpu0,sysbus.atcm0
4967,4972,RegisterTCMRegion,rpu0,sysbus.btcm0
4973,4969,cpuType,rpu1,cortex-r5f
4973,4974,cpuId,rpu1,0x101
4973,4970,genericInterruptController,rpu1,rpuGic
4973,5,numberOfMPURegions,rpu1,16
4970,3222,architectureVersion,rpuGic,.GICv1
4975,4976,sysbus,atcm0,0xffe00000
4975,44,size,atcm0,0x10000
4977,4978,sysbus,btcm0,0xffe20000
4977,34,size,btcm0,0x20000
4979,4980,sysbus,ddrLowRpu,new Bus.BusPointRegistration { address: 0x10000; cluster: cluster1 }
4979,44,size,ddrLowRpu,0x10000
4981,4982,sysbus,atcm1,0xffe90000
4981,44,size,atcm1,0x10000
4983,4984,sysbus,btcm1,0xffeb0000
4983,44,size,btcm1,0x10000
4983,4985,sysbus,btcm1,new Bus.BusPointRegistration { address: 0x20000; cpu: rpu1 }
4986,4987,sysbus,ddrLowApu,new Bus.BusPointRegistration { address: 0x0; cluster: cluster0 }
4986,4988,sysbus,ddrLowApu,"new Bus.BusPointRegistration { address: 0x0; condition: ""initiator == gem0 || initiator == gem1 || initiator == gem2 || initiator == gem3"" }"
4986,537,size,ddrLowApu,0x30000
4989,4990,Memory.MappedMemory,ddrLowCommon,sysbus 0x30000
4989,4991,size,ddrLowCommon,0x7ffd0000
4992,4993,Memory.MappedMemory,quadSpiFlash,sysbus 0xc0000000
4992,40,size,quadSpiFlash,0x20000000
4994,4995,Memory.MappedMemory,ocm,sysbus 0xfffc0000
4994,1330,size,ocm,0x40000
4996,4997,sysbus,ddrHigh,new Bus.BusPointRegistration { address: 0x800000000; cluster: cluster0 }
4996,4998,sysbus,ddrHigh,"new Bus.BusPointRegistration { address: 0x800000000; condition: ""initiator == gem0 || initiator == gem1 || initiator == gem2 || initiator == gem3"" }"
4996,1028,size,ddrHigh,0x80000000
1279,4999,located_at,Memory.MappedMemory,sysbus 0xff9a0000
541,5000,located_at,uart0,UART.Cadence_UART
541,5001,->,uart0,apuGic@21 | rpuGic@21
1150,5000,located_at,uart1,UART.Cadence_UART
1150,5002,->,uart1,apuGic@22 | rpuGic@22
3185,5003,located_at,i2c0,I2C.Cadence_I2C
3185,5004,->,i2c0,apuGic@17 | rpuGic@17
1099,5003,located_at,i2c1,I2C.Cadence_I2C
1099,5005,->,i2c1,apuGic@18 | rpuGic@17
4170,4709,located_at,ttc0,Timers.Cadence_TTC
4170,5006,[0-2] ->,ttc0,apuGic@[36-38] | rpuGic@[36-38]
4710,4709,located_at,ttc1,Timers.Cadence_TTC
4710,5007,[0-2] ->,ttc1,apuGic@[39-41] | rpuGic@[39-41]
5008,4709,located_at,ttc2,Timers.Cadence_TTC
5008,5009,[0-2] ->,ttc2,apuGic@[42-44] | rpuGic@[42-44]
5010,4709,located_at,ttc3,Timers.Cadence_TTC
5010,5011,[0-2] ->,ttc3,apuGic@[45-47] | rpuGic@[45-47]
4689,5012,located_at,gem0,Network.CadenceGEM
4689,5013,->,gem0,apuGic@57 | rpuGic@57
4691,5012,located_at,gem1,Network.CadenceGEM
4691,5014,->,gem1,apuGic@59 | rpuGic@59
4689,5015,located_at,gem0,sysbus 0xff0b0000
4691,5016,located_at,gem1,sysbus 0xff0c0000
5017,5018,located_at,gem2,sysbus 0xff0d0000
5017,5019,->,gem2,apuGic@61 | rpuGic@61
5020,5021,located_at,gem3,sysbus 0xff0e0000
5020,5022,->,gem3,apuGic@63 | rpuGic@63
512,5023,located_at,phy,gem0 0
1232,5024,located_at,gpio,"sysbus <0xff0a0000, +0x1000>"
1232,1337,numberOfGpioBanks,gpio,6
5025,5026,located_at,ipi,sysbus 0xff300000
5025,5027,mailbox,ipi,ipiMailbox
5025,5028,0,ipi,apuGic@35 | rpuGic@35
5025,5029,[1-2],ipi,apuGic@[33-34] | rpuGic@[33-34]
5025,5030,[3-6],ipi,platformManagementUnit@[0-3]
5025,5031,[7-10],ipi,apuGic@[29-32] | rpuGic@[29-32]
5027,5032,located_at,ipiMailbox,sysbus 0xff990000
5027,848,size,ipiMailbox,0x1000
5027,5033,Memory.MappedMemory,ipiMailbox,@ sysbus 0xff990000
92,5034,Timers.ZynqMP_RTC,rtc,@ sysbus 0xffa60000
92,5035,SecondIRQ,rtc,apuGic@26 | rpuGic@26
92,5036,AlarmIRQ,rtc,apuGic@27 | rpuGic@27
5037,5038,Miscellaneous.ZynqMP_PlatformManagementUnit,platformManagementUnit,@ ipi
5037,5039,apus,platformManagementUnit,"[apu0, apu1, apu2, apu3]"
5037,5040,rpus,platformManagementUnit,"[rpu0, rpu1]"
5041,5042,Miscellaneous.ArmPerformanceMonitoringUnit,pmu0,@ rpu0
5041,5043,->,pmu0,rpuGic@5
5044,5045,Memory.ArrayMemory,L1_PLL_STATUS_READ_1_SERDES_REGISTER,@ sysbus 0xfd4063e4
5044,178,size,L1_PLL_STATUS_READ_1_SERDES_REGISTER,0x4
5046,5047,Memory.ArrayMemory,L2_PLL_STATUS_READ_1_SERDES_REGISTER,@ sysbus 0xfd40a3e4
5046,178,size,L2_PLL_STATUS_READ_1_SERDES_REGISTER,0x4
5048,5049,Memory.ArrayMemory,L3_PLL_STATUS_READ_1_SERDES_REGISTER,@ sysbus 0xfd40e3e4
5048,178,size,L3_PLL_STATUS_READ_1_SERDES_REGISTER,0x4
5050,5051,Python.PythonPeripheral,PS_CTRL_STATUS_AMS_REGISTER,@ sysbus 0xffa50040
5050,178,size,PS_CTRL_STATUS_AMS_REGISTER,0x4
5050,5052,script,PS_CTRL_STATUS_AMS_REGISTER,request.Value = 0x08010000
4733,5053,located,qspi,sysbus 0xff0f0000
4733,5054,connected to,qspi,apuGic@15
4733,5055,connected to,qspi,rpuGic@15
5056,5057,Tag,VCU_ENCODE,0x00a0000000 0x9228
5058,5059,Tag,VCU_DECODE,0x00a0020000 0x9228
5060,5061,Tag,VCU_SLCR,0x00a0040000 0x470
5062,5063,Tag,ACPU_GIC,0x00f9000000 0x70004
5064,5065,Tag,RCPU_GIC,0x00f9000000 0x2000
5066,5067,Tag,DDR_XMPU0_CFG,0x00fd000000 0x200
5068,5069,Tag,DDR_XMPU1_CFG,0x00fd010000 0x200
5070,5071,Tag,DDR_XMPU2_CFG,0x00fd020000 0x200
5072,5073,Tag,DDR_XMPU3_CFG,0x00fd030000 0x200
5074,5075,Tag,DDR_XMPU4_CFG,0x00fd040000 0x200
5076,5077,Tag,DDR_XMPU5_CFG,0x00fd050000 0x200
5078,5079,Tag,DDRC,0x00fd070000 0x2244
1041,5080,Tag,DDR_PHY,0x00fd080000 0x17f4
5081,5082,Tag,DDR_QOS_CTRL,0x00fd090000 0x804
5083,5084,Tag,APM_DDR,0x00fd0b0000 0x404
5085,5086,Tag,SATA_AHCI_HBA,0x00fd0c0000 0x2c
5087,5088,Tag,SATA_AHCI_VENDOR,0x00fd0c00a0 0x54
5089,5090,Tag,SATA_AHCI_PORT0_CNTRL,0x00fd0c0100 0x78
5091,5083,Tag,<0x00fd0b0000 0x404>,APM_DDR
5092,5085,Tag,<0x00fd0c0000 0x2c>,SATA_AHCI_HBA
5093,5087,Tag,<0x00fd0c00a0 0x54>,SATA_AHCI_VENDOR
5094,5089,Tag,<0x00fd0c0100 0x78>,SATA_AHCI_PORT0_CNTRL
5095,5096,Tag,<0x00fd0c0180 0x78>,SATA_AHCI_PORT1_CNTRL
5097,5098,Tag,<0x00fd0e0000 0x634>,AXIPCIE_MAIN
5099,5100,Tag,<0x00fd0e0800 0x20>,AXIPCIE_INGRESS0
5101,5102,Tag,<0x00fd0e0820 0x20>,AXIPCIE_INGRESS1
5103,5104,Tag,<0x00fd0e0840 0x20>,AXIPCIE_INGRESS2
5105,5106,Tag,<0x00fd0e0860 0x20>,AXIPCIE_INGRESS3
5107,5108,Tag,<0x00fd0e0880 0x20>,AXIPCIE_INGRESS4
5109,5110,Tag,<0x00fd0e08a0 0x20>,AXIPCIE_INGRESS5
5111,5112,Tag,<0x00fd0e08c0 0x20>,AXIPCIE_INGRESS6
5113,5114,Tag,<0x00fd0e08e0 0x20>,AXIPCIE_INGRESS7
5115,5116,Tag,<0x00fd0e0c00 0x20>,AXIPCIE_EGRESS0
5117,5118,Tag,<0x00fd0e0c20 0x20>,AXIPCIE_EGRESS1
5119,5120,Tag,<0x00fd0e0c40 0x20>,AXIPCIE_EGRESS2
5121,5122,Tag,<0x00fd0e0c60 0x20>,AXIPCIE_EGRESS3
5123,5124,Tag,<0x00fd0e0c80 0x20>,AXIPCIE_EGRESS4
5118,5117,Tag,AXIPCIE_EGRESS1,<0x00fd0e0c20 0x20>
5120,5119,Tag,AXIPCIE_EGRESS2,<0x00fd0e0c40 0x20>
5122,5121,Tag,AXIPCIE_EGRESS3,<0x00fd0e0c60 0x20>
5124,5123,Tag,AXIPCIE_EGRESS4,<0x00fd0e0c80 0x20>
5125,5126,Tag,AXIPCIE_EGRESS5,<0x00fd0e0ca0 0x20>
5127,5128,Tag,AXIPCIE_EGRESS6,<0x00fd0e0cc0 0x20>
5129,5130,Tag,AXIPCIE_EGRESS7,<0x00fd0e0ce0 0x20>
5131,5132,Tag,AXIPCIE_DMA0,<0x00fd0f0000 0x80>
5133,5134,Tag,AXIPCIE_DMA1,<0x00fd0f0080 0x80>
5135,5136,Tag,AXIPCIE_DMA2,<0x00fd0f0100 0x80>
5137,5138,Tag,AXIPCIE_DMA3,<0x00fd0f0180 0x80>
5139,5140,Tag,CRF_APB,<0x00fd1a0000 0x10c>
5141,5142,Tag,AFIFM0,<0x00fd360000 0xf10>
5143,5144,Tag,AFIFM1,<0x00fd370000 0xf10>
5145,5146,Tag,AFIFM2,<0x00fd380000 0xf10>
5147,5148,Tag,AFIFM3,<0x00fd390000 0xf10>
5149,5150,Tag,AFIFM4,<0x00fd3a0000 0xf10>
5151,5152,Tag,AFIFM5,<0x00fd3b0000 0xf10>
5153,5154,Tag,SIOU,<0x00fd3d0000 0x434>
5155,5156,Tag,SERDES,<0x00fd400000 0x10048>
5157,5158,Tag,PCIE_ATTRIB,<0x00fd480000 0x320>
5152,5151,Tag,<0x00fd3b0000 0xf10>,AFIFM5
5154,5153,Tag,<0x00fd3d0000 0x434>,SIOU
5156,5155,Tag,<0x00fd400000 0x10048>,SERDES
5158,5157,Tag,<0x00fd480000 0x320>,PCIE_ATTRIB
5159,5160,Tag,<0x00fd490000 0x404>,APM_CCI_INTC
5161,5162,Tag,<0x00fd4a0000 0xcc1c>,DISPLAY_PORT
5163,5164,Tag,<0x00fd4b0000 0xb0b8>,GPU
5165,5166,Tag,<0x00fd4c0000 0x71c>,DPDMA
5167,1001,Tag,<0x00fd4d0000 0x10>,WDT
5168,5169,Tag,<0x00fd4f0000 0xfff0>,FPD_XMPU_SINK
5170,5171,Tag,<0x00fd500000 0x204>,GDMA_CH0
5172,5173,Tag,<0x00fd510000 0x204>,GDMA_CH1
5174,5175,Tag,<0x00fd520000 0x204>,GDMA_CH2
5176,5177,Tag,<0x00fd530000 0x204>,GDMA_CH3
5178,5179,Tag,<0x00fd540000 0x204>,GDMA_CH4
5180,5181,Tag,<0x00fd550000 0x204>,GDMA_CH5
5182,5183,Tag,<0x00fd560000 0x204>,GDMA_CH6
5184,5185,Tag,<0x00fd570000 0x204>,GDMA_CH7
5186,5187,Tag,<0x00fd5c0000 0x98>,APU
5188,5189,Tag,<0x00fd5d0000 0x200>,FPD_XMPU_CFG
5190,5191,Tag,<0x00fd5e0000 0x44>,CCI_REG
5192,5193,Tag,<0x00fd5f0000 0x5c>,SMMU_REG
5194,5195,Tag,<0x00fd610000 0x64>,FPD_SLCR
5196,5197,Tag,<0x00fd690000 0x64>,FPD_SLCR_SECURE
5198,5199,Tag,<0x00fd6e0000 0xd010>,CCI_GPV
5200,5201,Tag,<0x00fd700000 0xc3130>,FPD_GPV
5202,5203,Tag,<0x00fd800000 0x1ffbc>,SMMU_GPV
5204,5205,Tag,<0x00fe000000 0x4a130>,IOU_GPV
5206,5207,Tag,<0x00fe100000 0xc8130>,LPD_GPV
5208,5209,Tag,<0x00fe200000 0xcc2c>,USB3_0_XHCI
5210,5211,Tag,<0x00fe300000 0xcc2c>,USB3_1_XHCI
5212,5213,Tag,<0x00fe800000 0x1000>,CORESIGHT_SOC_ROM
5214,5215,Tag,<0x00fe900000 0x1000>,CORESIGHT_SOC_TSGEN
5216,5217,Tag,<0x00fe910000 0x1000>,CORESIGHT_SOC_FUNN_0
5218,5219,Tag,<0x00fe920000 0x1000>,CORESIGHT_SOC_FUNN_1
5220,5221,Tag,<0x00fe930000 0x1000>,CORESIGHT_SOC_FUNN_2
5222,5223,Tag,<0x00fe940000 0x1000>,CORESIGHT_SOC_ETF_1
5224,5225,Tag,<0x00fe950000 0x1000>,CORESIGHT_SOC_ETF_2
5226,5227,Tag,<0x00fe960000 0x1000>,CORESIGHT_SOC_REPLIC
5228,5229,Tag,<0x00fe970000 0x1000>,CORESIGHT_SOC_ETR
5230,5231,Tag,<0x00fe980000 0x1000>,CORESIGHT_SOC_TPIU
5232,5233,Tag,<0x00fe990000 0x1000>,CORESIGHT_SOC_CTI_0
5234,5235,Tag,<0x00fe9a0000 0x1000>,CORESIGHT_SOC_CTI_1
5236,5237,Tag,<0x00fe9b0000 0x1000>,CORESIGHT_SOC_CTI_2
5238,5239,Tag,<0x00fe9c0000 0x1000>,CORESIGHT_SOC_STM
5240,5241,Tag,<0x00fe9d0000 0x1000>,CORESIGHT_SOC_FTM
5242,5243,Tag,<0x00febe0000 0x1000>,CORESIGHT_R5_ROM
5244,5245,Tag,<0x00febf0000 0x1000>,CORESIGHT_R5_DBG_0
5246,5247,Tag,<0x00febf2000 0x1000>,CORESIGHT_R5_DBG_1
5248,5249,Tag,<0x00febf8000 0x1000>,CORESIGHT_R5_CTI_0
5250,5251,Tag,<0x00febf9000 0x1000>,CORESIGHT_R5_CTI_1
5252,5253,Tag,<0x00febfc000 0x1000>,CORESIGHT_R5_ETM_0
5254,5255,Tag,<0x00febfd000 0x1000>,CORESIGHT_R5_ETM_1
5250,5251,has name,<0x00febf9000 0x1000>,CORESIGHT_R5_CTI_1
5252,5253,has name,<0x00febfc000 0x1000>,CORESIGHT_R5_ETM_0
5254,5255,has name,<0x00febfd000 0x1000>,CORESIGHT_R5_ETM_1
5256,5257,has name,<0x00fec00000 0x1000>,CORESIGHT_A53_ROM
5258,5259,has name,<0x00fec10000 0x1000>,CORESIGHT_A53_DBG_0
5260,5261,has name,<0x00fec20000 0x1000>,CORESIGHT_A53_CTI_0
5262,5263,has name,<0x00fec30000 0x1000>,CORESIGHT_A53_PMU_0
5264,5265,has name,<0x00fec40000 0x1000>,CORESIGHT_A53_ETM_0
5266,5267,has name,<0x00fed10000 0x1000>,CORESIGHT_A53_DBG_1
5268,5269,has name,<0x00fed20000 0x1000>,CORESIGHT_A53_CTI_1
5270,5271,has name,<0x00fed30000 0x1000>,CORESIGHT_A53_PMU_1
5272,5273,has name,<0x00fed40000 0x1000>,CORESIGHT_A53_ETM_1
5274,5275,has name,<0x00fee10000 0x1000>,CORESIGHT_A53_DBG_2
5276,5277,has name,<0x00fee20000 0x1000>,CORESIGHT_A53_CTI_2
5278,5279,has name,<0x00fee30000 0x1000>,CORESIGHT_A53_PMU_2
5280,5281,has name,<0x00fee40000 0x1000>,CORESIGHT_A53_ETM_2
5282,5283,has name,<0x00fef10000 0x1000>,CORESIGHT_A53_DBG_3
5279,5284,Tag,CORESIGHT_A53_PMU_2,0x00fee30000 0x1000
5281,5285,Tag,CORESIGHT_A53_ETM_2,0x00fee40000 0x1000
5283,5286,Tag,CORESIGHT_A53_DBG_3,0x00fef10000 0x1000
5287,5288,Tag,CORESIGHT_A53_CTI_3,0x00fef20000 0x1000
5289,5290,Tag,CORESIGHT_A53_PMU_3,0x00fef30000 0x1000
5291,5292,Tag,CORESIGHT_A53_ETM_3,0x00fef40000 0x1000
5293,5294,Tag,UART0,0x00ff000000 0x4c
1180,5295,Tag,UART1,0x00ff010000 0x4c
1887,5296,Tag,I2C0,0x00ff020000 0x30
1889,5297,Tag,I2C1,0x00ff030000 0x30
1013,5298,Tag,SPI0,0x00ff040000 0x100
1422,5299,Tag,SPI1,0x00ff050000 0x100
1393,5300,Tag,CAN0,0x00ff060000 0x84
5301,5302,Tag,CAN1,0x00ff070000 0x84
1896,5303,Tag,GPIO,0x00ff0a0000 0x368
5304,5305,Tag,GEM0,0x00ff0b0000 0x720
5306,5307,Tag,GEM1,0x00ff0c0000 0x720
5308,5309,Tag,GEM2,0x00ff0d0000 0x720
5310,5311,Tag,GEM3,0x00ff0e0000 0x720
1885,5312,Tag,QSPI,0x00ff0f0000 0x82c
5313,5314,Tag,NAND,0x00ff100000 0x70
5315,5316,Tag,TTC0,0x00ff110000 0x84
5317,5308,Tag,<0x00ff0d0000 0x720>,GEM2
5318,5310,Tag,<0x00ff0e0000 0x720>,GEM3
5319,1885,Tag,<0x00ff0f0000 0x82c>,QSPI
5320,5313,Tag,<0x00ff100000 0x70>,NAND
5321,5315,Tag,<0x00ff110000 0x84>,TTC0
5322,5323,Tag,<0x00ff120000 0x84>,TTC1
5324,5325,Tag,<0x00ff130000 0x84>,TTC2
5326,5327,Tag,<0x00ff140000 0x84>,TTC3
5328,5329,Tag,<0x00ff150000 0x10>,SWDT
5330,5331,Tag,<0x00ff160000 0x102>,SD0
5332,5333,Tag,<0x00ff170000 0x102>,SD1
5334,5335,Tag,<0x00ff180000 0x714>,IOU_SLCR
5336,5337,Tag,<0x00ff240000 0x58>,IOU_SECURE_SLCR
5338,5339,Tag,<0x00ff250000 0x8>,IOU_SCNTR
5340,5341,Tag,<0x00ff260000 0x24>,IOU_SCNTRS
5342,5343,Tag,<0x00ff300000 0xc0020>,IPI
5344,5345,Tag,<0x00ff410000 0xa044>,LPD_SLCR
5346,5347,Tag,<0x00ff4b0000 0x38>,LPD_SLCR_SECURE
5348,5349,Tag,<0x00ff5e0000 0x28c>,CRL_APB
5350,5351,Tag,<0x00ff960000 0xffc>,OCM
5352,5353,Tag,<0x00ff980000 0xc8130>,LPD_XPPU
5354,5355,Tag,<0x00ff9a0000 0x22c>,RPU
5356,5357,Tag,<0x00ff9b0000 0xf10>,AFIFM6
5351,5350,Tag,OCM,<0x00ff960000 0xffc>
5353,5352,Tag,LPD_XPPU,<0x00ff980000 0xc8130>
5355,5354,Tag,RPU,<0x00ff9a0000 0x22c>
5357,5356,Tag,AFIFM6,<0x00ff9b0000 0xf10>
5358,5359,Tag,LPD_XPPU_SINK,<0x00ff9c0000 0xfff0>
5360,5361,Tag,USB3_0,<0x00ff9d0000 0x84>
5362,5363,Tag,USB3_1,<0x00ff9e0000 0x84>
5364,5365,Tag,APM_INTC_OCM,<0x00ffa00000 0x404>
5366,5367,Tag,APM_LPD_FPD,<0x00ffa10000 0x404>
5368,5369,Tag,AMS_CTRL,<0x00ffa50000 0xa0>
5370,5371,Tag,AMS_PS_SYSMON,<0x00ffa50800 0x2b8>
5372,5373,Tag,AMS_PL_SYSMON,<0x00ffa50c00 0x2b4>
999,5374,Tag,RTC,<0x00ffa60000 0x54>
5375,5376,Tag,OCM_XMPU_CFG,<0x00ffa70000 0x200>
5377,5378,Tag,ADMA_CH0,<0x00ffa80000 0x204>
5379,5380,Tag,ADMA_CH1,<0x00ffa90000 0x204>
5381,5382,Tag,ADMA_CH2,<0x00ffaa0000 0x204>
5383,5384,Tag,ADMA_CH3,<0x00ffab0000 0x204>
5385,5386,Tag,ADMA_CH4,<0x00ffac0000 0x204>
5387,5388,Tag,ADMA_CH5,<0x00ffad0000 0x204>
5389,5390,Tag,ADMA_CH6,<0x00ffae0000 0x204>
5391,5392,Tag,ADMA_CH7,<0x00ffaf0000 0x204>
5393,5385,Tag,0x00ffac0000,ADMA_CH4
5394,5387,Tag,0x00ffad0000,ADMA_CH5
5395,5389,Tag,0x00ffae0000,ADMA_CH6
5396,5391,Tag,0x00ffaf0000,ADMA_CH7
5397,5398,Tag,0x00ffc80000,CSUDMA
5399,690,Tag,0x00ffca0000,CSU
5400,5401,Tag,0x00ffcb0000,CSU_WDT
5402,5403,Tag,0x00ffcc0000,EFUSE
5404,5405,Tag,0x00ffcd0000,BBRAM
5406,5407,Tag,0x00ffce0000,RSA_CORE
5408,5409,Tag,0x00ffce002c,RSA
5410,5411,Tag,0x00ffd40000,PMU_IOMODULE
5412,5413,Tag,0x00ffd50000,PMU_LMB_RAM
5414,5415,Tag,0x00ffd60000,PMU_LOCAL
5416,5417,Tag,0x00ffd80000,PMU_GLOBAL
5418,5419,tag,<0xff260020 0x4>,counter_frequency
5418,5420,value,<0xff260020 0x4>,0x5F5E100
5421,5422,tag,<0xfd6e0fe0 0x4>,cci_part_number_lo
5421,1847,value,<0xfd6e0fe0 0x4>,0x20
5423,5424,tag,<0xfd6e0fe4 0x4>,cci_part_number_hi
5423,5425,value,<0xfd6e0fe4 0x4>,0x04
10,565,genericInterruptController,cpu2,gic
13,565,genericInterruptController,cpu3,gic
565,41,attachedCPU,gic,cpu
565,10,attachedCPU,gic,cpu2
565,13,attachedCPU,gic,cpu3
1100,5426,has,timer2,Timers.ARM_GenericTimer
1100,10,location,timer2,cpu2
1100,495,frequency,timer2,100000000
1100,4911,interrupt,timer2,EL1PhysicalTimerIRQ
1100,5427,interrupt,timer2,gic#2@30
1100,4912,interrupt,timer2,EL1VirtualTimerIRQ
1100,5428,interrupt,timer2,gic#2@27
1100,4913,interrupt,timer2,NonSecureEL2PhysicalTimerIRQ
1100,5429,interrupt,timer2,gic#2@26
1103,5426,has,timer3,Timers.ARM_GenericTimer
1103,13,location,timer3,cpu3
1103,495,frequency,timer3,100000000
1103,4911,interrupt,timer3,EL1PhysicalTimerIRQ
1103,5430,interrupt,timer3,gic#3@30
1103,4912,interrupt,timer3,EL1VirtualTimerIRQ
1103,5431,interrupt,timer3,gic#3@27
1103,4913,interrupt,timer3,NonSecureEL2PhysicalTimerIRQ
1103,5432,interrupt,timer3,gic#3@26
1152,4214,has,uart2,UART.PL011
1152,5433,location,uart2,sysbus 0x9c0b0000
1152,1153,interrupt,uart2,gic@7
1154,4214,has,uart3,UART.PL011
1154,5434,location,uart3,sysbus 0x9c0c0000
1154,1155,interrupt,uart3,gic@8
538,2013,located_at,flash,sysbus 0x0
1026,2666,located_at,mem,sysbus 0x20000000
1026,537,size,mem,0x30000
122,5435,located_at,lpuart0,sysbus 0x40042000
122,843,fifoSize,lpuart0,8
122,5436,IRQ,lpuart0,cpu@17
125,5437,located_at,lpuart1,sysbus 0x40043000
125,843,fifoSize,lpuart1,8
125,5438,IRQ,lpuart1,intmux0#0@13
5439,5440,located_at,lptmr0,sysbus 0x40032000
5439,5441,->,lptmr0,intmux0#0@24
5442,5443,located_at,lptmr1,sysbus 0x40033000
5444,5445,located_at,lptmr2,sysbus 0x4102B000
5444,5441,->,lptmr2,intmux0#0@24
5446,5447,located_at,intmux0,sysbus 0x4004F000
5446,5448,"[0, 1, 2, 3, 4, 5, 6, 7]",intmux0,"cpu@[24, 25, 26, 27, 28, 29, 30, 31]"
5449,41,cpu,timer_a,cpu
5449,1337,acknowledgeInterrupt,timer_a,6
5449,5450,baseFrequency,timer_a,1_048_576
851,1337,cpu,IRQ0,6
5451,1366,cpu,IRQ_IV,7
5452,5453,sysbus,timer_b,"<0x180, +0x20>"
5452,5454,sysbus,timer_b,"new Bus.BusMultiRegistration { address: 0x011E; size: 0x2; region: ""interruptVector"" }"
5452,12,acknowledgeInterrupt,timer_b,2
5452,5450,baseFrequency,timer_b,1_048_576
851,3108,->,IRQ0,cpu@2
5451,2898,->,IRQ_IV,cpu@3
5455,5456,sysbus,usci_a0,0x5D
5455,5457,sysbus,usci_a0,"new Bus.BusMultiRegistration { address: 0x0001; size: 0x1; region: ""interruptEnable"" }"
5455,5458,sysbus,usci_a0,"new Bus.BusMultiRegistration { address: 0x0003; size: 0x1; region: ""interruptStatus"" }"
5459,5460,->,RxInterrupt,cpu@8
5461,5462,->,TxInterrupt,cpu@9
5463,5464,sysbus,usci_a1,0xCD
5463,5465,sysbus,usci_a1,"new Bus.BusMultiRegistration { address: 0x0006; size: 0x1; region: ""interruptEnable"" }"
5463,5466,sysbus,usci_a1,"new Bus.BusMultiRegistration { address: 0x0007; size: 0x1; region: ""interruptStatus"" }"
5459,5467,->,RxInterrupt,cpu@14
5461,5468,->,TxInterrupt,cpu@15
5469,5470,located_at,mpy,"sysbus <0x130, +0x10>"
1702,5471,located_at,boot,sysbus 0x0C00
1702,1830,size,boot,0x400
5472,24,exists,Miscellaneous.MSP430F2XXX_MPY,sysbus
5472,5473,at,Miscellaneous.MSP430F2XXX_MPY,0x130
5472,4785,offset,Miscellaneous.MSP430F2XXX_MPY,0x10
5474,24,located_at,CPU.RiscV32,sysbus
4924,2896,is,cpuType,rv32imc
5474,5475,privilegedArchitecture,CPU.RiscV32,PrivilegedArchitecture.Priv1_09
5474,524,timeProvider,CPU.RiscV32,clint
5476,24,located_at,tcm,sysbus
5476,1330,size,tcm,0x40000
5476,484,located_at,tcm,0x40000000
524,24,located_at,clint,sysbus
524,217,frequency,clint,50000000
524,5477,prescaler,clint,100
524,2703,->,clint,"cpu@[3, 7]"
524,1040,located_at,clint,0x02000000
538,640,located_at,flash,0x60000000
487,5478,located_at,uart,0x70001000
487,217,clockFrequency,uart,50000000
2704,24,located_at,gpioInputs,sysbus
2704,5479,located_at,gpioInputs,0x70002000
492,24,located_at,timer0,sysbus
492,5480,located_at,timer0,0x70003000
492,217,clockFrequency,timer0,50000000
1160,24,located_at,timer1,sysbus
1160,5481,located_at,timer1,0x70004000
1160,217,clockFrequency,timer1,50000000
2707,24,located_at,gpioOutputs,sysbus
2707,5482,located_at,gpioOutputs,0x70005000
24,5483,init,sysbus,"Tag <0x00006000, 0x00006FFF>"
24,5484,init,sysbus,OPSRV
543,3738,@ sysbus 0xE000E000,nvic,IRQControllers.NVIC
41,3134,@ sysbus,cpu,CPU.CortexM
